,Brand,Model,Price,Location,Year,Engine_Liter,Car_Age
4140,Toyota,Camry,1300000,Аягоз,1995,1.8,30
4141,Toyota,Highlander,19900000,Алматы,2020,3.5,5
4142,Toyota,Land Cruiser Prado,6800000,Алматы,1996,3.0,29
4143,Toyota,RAV4,13500000,Петропавловск,2021,2.5,4
4144,Toyota,Solara,2800000,Астана,2000,3.0,25
4145,Toyota,Camry,5900000,Астана,2006,2.4,19
4146,Toyota,Highlander,21500000,Алматы,2017,3.5,8
4147,Toyota,Camry,1500000,Павлодар,1992,2.2,33
4148,Toyota,Land Cruiser Prado,17400000,Алматы,2012,2.7,13
4149,Toyota,RAV4,2850000,Семей,1997,2.0,28
4150,Toyota,Nadia,1850000,Алматы,1999,2.0,26
4151,Toyota,Camry,11000000,Семей,2015,2.5,10
4152,Toyota,Previa,2000000,Алматы,1992,2.4,33
4153,Toyota,4Runner,11000000,Алматы,2003,4.0,22
4154,Toyota,Hiace,3000000,Алматы,1995,3.0,30
4155,Toyota,Highlander,16900000,Астана,2017,2.7,8
4156,Toyota,Corolla,10900000,Алматы,2021,2.0,4
4157,Toyota,Corolla,8700000,Караганда,2018,1.6,7
4158,Toyota,Estima,3600000,Талдыкорган,2010,2.4,15
4159,Toyota,Camry,6000000,Астана,2007,2.4,18
4160,Toyota,Land Cruiser Prado,15100000,Актобе,2012,2.7,13
4161,Toyota,Alphard,5500000,Шымкент,2025,3.5,0
4162,Toyota,Land Cruiser Prado,22500000,Актобе,2019,2.7,6
4163,Toyota,Camry,6800000,Астана,2010,3.5,15
4164,Toyota,Camry,7500000,Актау,2017,2.5,8
4165,Toyota,Camry,11400000,Шымкент,2019,2.5,6
4166,Toyota,Avensis,4900000,Астана,2006,1.8,19
4167,Toyota,Camry,6100000,Актау,2014,2.5,11
4168,Toyota,Aristo,1700000,Алматы,1993,3.0,32
4169,Toyota,Corolla,5300000,Алматы,2011,1.6,14
4170,Toyota,Land Cruiser Prado,25000000,Атырау,2020,2.7,5
4171,Toyota,Land Cruiser Prado,20700000,Астана,2012,4.0,13
4172,Toyota,Caldina,1950000,Алматы,1996,2.0,29
4173,Toyota,Land Cruiser Prado,26800000,Шымкент,2022,2.7,3
4174,Toyota,Carina E,2000000,Талгар,1995,1.8,30
4175,Toyota,Camry,2500000,Кызылорда,1998,2.2,27
4176,Toyota,Camry,7500000,Алматы,2011,2.5,14
4177,Toyota,RAV4,10500000,Атырау,2016,2.0,9
4178,Toyota,Yaris,3200000,Алматы,2007,1.3,18
4179,Toyota,Estima,5000000,Балхаш,2004,2.4,21
4180,Toyota,Venza,9380767,Кызылорда,2010,2.7,15
4181,Toyota,RAV4,16800000,Актобе,2021,2.5,4
4182,Toyota,Highlander,27000000,Астана,2022,2.5,3
4183,Toyota,Picnic,3500000,Кызылорда,2000,2.0,25
4184,Toyota,RAV4,3150000,Алматы,1996,2.0,29
4185,Toyota,Highlander,4500000,Тараз,2002,3.0,23
4186,Toyota,Picnic,2800000,Астана,1998,2.0,27
4187,Toyota,Land Cruiser,16500000,Усть-Каменогорск,2007,4.0,18
4188,Toyota,Camry,15350000,Астана,2023,2.5,2
4189,Toyota,Altezza,4200000,Алматы,1999,2.0,26
4190,Toyota,Camry,11000000,Актобе,2017,2.5,8
4191,Toyota,RAV4,1300000,Актау,1994,2.0,31
4192,Toyota,Alphard,7800000,Атырау,2005,2.4,20
4193,Toyota,Land Cruiser Prado,15500000,Жезказган,2011,2.7,14
4194,Toyota,Yaris,4250000,Алматы,2006,1.5,19
4195,Toyota,Sequoia,18000000,Алматы,2013,5.7,12
4196,Toyota,RAV4,12000000,Уральск,2014,2.5,11
4197,Toyota,Land Cruiser Prado,13100000,Усть-Каменогорск,2007,2.7,18
4198,Toyota,Camry,4900000,Астана,2005,2.4,20
4199,Toyota,Camry,5100000,Алматы,2015,2.5,10
4200,Toyota,Carina ED,2500000,Усть-Каменогорск,1997,2.0,28
4201,Toyota,Corona,1500000,Павлодар,1995,1.8,30
4202,Toyota,Spacio,2850000,Алматы,1997,1.6,28
4203,Toyota,Windom,3250000,Алматы,1997,3.0,28
4204,Toyota,Alphard,7079000,Шымкент,2004,3.0,21
4205,Toyota,Camry,18000000,Алматы,2018,2.5,7
4206,Toyota,Venza,12300000,Алматы,2014,2.7,11
4207,Toyota,Camry,7000000,Атырау,2010,2.4,15
4208,Toyota,Land Cruiser,14000000,Алматы,2009,4.7,16
4209,Toyota,Land Cruiser,50000000,Атырау,2023,3.5,2
4210,Toyota,Carina II,350000,Алматы,1988,1.6,37
4211,Toyota,Carina E,2000000,Алматы,1994,2.0,31
4212,Toyota,Corona Exiv,1500000,Костанай,1995,2.0,30
4213,Toyota,Rush,13200000,Петропавловск,2022,1.5,3
4214,Toyota,Camry,3100000,Атырау,1999,2.2,26
4215,Toyota,Avensis,3000000,Актобе,2001,1.8,24
4216,Toyota,Camry,2200000,Талдыкорган,1993,2.0,32
4217,Toyota,Land Cruiser Prado,10500000,Талдыкорган,2007,2.7,18
4218,Toyota,Ipsum,3200000,Алматы,1996,2.0,29
4219,Toyota,Previa,3800000,Алматы,1995,2.4,30
4220,Toyota,Camry,3500000,Актау,2002,2.4,23
4221,Toyota,Yaris,3700000,Алматы,2008,1.5,17
4222,Toyota,Hilux,16700000,Актау,2020,2.7,5
4223,Toyota,Corona,2500000,Шемонаиха,1997,2.0,28
4224,Toyota,Camry,11500000,Алматы,2020,2.5,5
4225,Toyota,RAV4,15000000,Астана,2020,2.5,5
4226,Toyota,Carina E,2100000,Экибастуз,1998,2.0,27
4227,Toyota,RAV4,2900000,Астана,1995,2.0,30
4228,Toyota,Hilux Surf,2700000,Петропавловск,1995,3.0,30
4229,Toyota,Sienna,17399999,Шымкент,2019,3.5,6
4230,Toyota,RAV4,6000000,Астана,2006,2.4,19
4231,Toyota,Aristo,1300000,Алматы,1996,3.0,29
4232,Toyota,Camry,5300000,Алматы,2007,2.4,18
4233,Toyota,Crown,4700000,Алматы,2009,2.5,16
4234,Toyota,Mark II,2200000,Алматы,1998,2.0,27
4235,Toyota,Camry,4600000,Семей,2002,2.4,23
4236,Toyota,Tundra,16000000,Алматы,2010,5.7,15
4237,Toyota,Hilux Surf,2800000,Алматы,1997,2.7,28
4238,Toyota,Camry,7100000,Алматы,2010,2.5,15
4239,Toyota,Camry,12300000,Актау,2018,2.5,7
4240,Toyota,Hiace,2400000,Кызылорда,1998,2.0,27
4241,Toyota,RAV4,18200000,Усть-Каменогорск,2022,2.0,3
4242,Toyota,Rush,13300000,Астана,2023,1.5,2
4243,Toyota,Camry,16790000,Актау,2020,2.5,5
4244,Toyota,Aristo,3500000,Алматы,1997,3.0,28
4245,Toyota,Mark II,2400000,Кокшетау,1994,2.5,31
4246,Toyota,Yaris,3400000,Усть-Каменогорск,2007,1.3,18
4247,Toyota,Corolla,11200000,Алматы,2022,1.6,3
4248,Toyota,Corolla,7200000,Алматы,2013,1.6,12
4249,Toyota,Land Cruiser Prado,9500000,Алматы,2004,2.7,21
4250,Toyota,Land Cruiser Prado,32990000,Алматы,2022,4.0,3
4251,Toyota,4Runner,12000000,Актау,2007,4.7,18
4252,Toyota,Hilux,29500000,Алматы,2023,4.0,2
4253,Toyota,Land Cruiser Prado,9500000,Талдыкорган,2004,2.7,21
4254,Toyota,Land Cruiser,21000000,Жезказган,2011,4.7,14
4255,Toyota,Corolla,10500000,Алматы,2022,1.6,3
4256,Toyota,Land Cruiser Prado,14000000,Актобе,2011,2.7,14
4257,Toyota,Corolla,6600000,Астана,2015,1.6,10
4258,Toyota,Sienna,7700000,Алматы,2006,3.3,19
4259,Toyota,Avensis,1300000,Шиели,1999,1.6,26
4260,Toyota,Camry,11000000,Астана,2013,3.5,12
4261,Toyota,Corolla,8500000,Астана,2016,1.6,9
4262,Toyota,Camry,16000000,Павлодар,2018,2.5,7
4263,Toyota,Camry,3200000,Сарыозек,1997,3.0,28
4264,Toyota,Land Cruiser Prado,8000000,Алматы,1994,3.0,31
4265,Toyota,Land Cruiser Prado,4000000,Тараз,1993,3.0,32
4266,Toyota,Land Cruiser Prado,10300000,Усть-Каменогорск,2005,4.0,20
4267,Toyota,Camry,6300000,Актобе,2008,2.4,17
4268,Toyota,Sequoia,35000000,Иргели,2015,5.6,10
4269,Toyota,Camry,10200000,Алматы,2016,2.5,9
4270,Toyota,Camry,5850000,Шымкент,2006,2.4,19
4271,Toyota,Camry,4750000,Алматы,2003,2.4,22
4272,Toyota,Camry,17000000,Актобе,2022,2.5,3
4273,Toyota,Corona,2500000,Алматы,1997,1.8,28
4274,Toyota,RAV4,8500000,Астана,2013,2.0,12
4275,Toyota,Camry,7200000,Уральск,2013,2.5,12
4276,Toyota,Alphard,6700000,Атырау,2008,3.0,17
4277,Toyota,Land Cruiser Prado,13700000,Алматы,2010,2.7,15
4278,Toyota,Camry,9200000,Астана,2016,2.5,9
4279,Toyota,Avensis Verso,5500000,Караганда,2004,2.0,21
4280,Toyota,Avalon,11000000,Актау,2013,3.5,12
4281,Toyota,4Runner,7000000,Актобе,2006,4.0,19
4282,Toyota,Avensis,3200000,Тараз,2002,2.0,23
4283,Toyota,Camry,3500000,Алматы,1997,3.0,28
4284,Toyota,Highlander,20500000,Алматы,2019,3.5,6
4285,Toyota,Carina E,2300000,Экибастуз,1993,1.6,32
4286,Toyota,Land Cruiser Prado,30000000,Актобе,2023,2.7,2
4287,Toyota,RAV4,8999000,Актобе,2017,2.5,8
4288,Toyota,Avensis,2200000,Актобе,2000,1.8,25
4289,Toyota,Ipsum,3500000,Атырау,2008,2.4,17
4290,Toyota,Land Cruiser Prado,22000000,Атырау,2018,2.7,7
4291,Toyota,RAV4,6390000,Алматы,2007,2.0,18
4292,Toyota,Corolla,3000000,Актобе,2004,1.8,21
4293,Toyota,Avensis,5000000,Алматы,2008,1.8,17
4294,Toyota,Land Cruiser Prado,36000000,Уральск,2022,4.0,3
4295,Toyota,Camry,9790000,Алматы,2013,3.5,12
4296,Toyota,Camry,25000000,Актобе,2024,2.5,1
4297,Toyota,Highlander,14100000,Алматы,2012,3.5,13
4298,Toyota,Camry,5333333,Талдыкорган,2007,2.4,18
4299,Toyota,Camry,2500000,Кызылорда,1993,3.0,32
4300,Toyota,Mark II,5100000,Алматы,1997,2.5,28
4301,Toyota,Previa,1700000,Караганда,1990,2.4,35
4302,Toyota,Camry,11400000,Шымкент,2015,2.0,10
4303,Toyota,Land Cruiser,24500000,Актобе,2015,4.6,10
4304,Toyota,Camry,6600000,Астана,2007,2.4,18
4305,Toyota,Camry,6500000,Кокшетау,2007,2.4,18
4306,Toyota,Camry,6500000,Астана,2006,2.4,19
4307,Toyota,Camry,8690000,Актобе,2012,2.5,13
4308,Toyota,Yaris,3500000,Алматы,2006,1.3,19
4309,Toyota,Camry,12900000,Павлодар,2019,2.5,6
4310,Toyota,Camry,850000,Аягоз,1996,2.0,29
4311,Toyota,Tundra,13900000,Астана,2008,5.7,17
4312,Toyota,Camry,3400000,Астана,1997,2.2,28
4313,Toyota,Camry,3600000,Мерке,2001,3.0,24
4314,Toyota,Carina E,1300000,Актау,1994,2.2,31
4315,Toyota,Land Cruiser,22000000,Усть-Каменогорск,2012,4.6,13
4316,Toyota,Camry,13100000,Алматы,2018,2.5,7
4317,Toyota,Corolla,2800000,Астана,2004,1.6,21
4318,Toyota,Camry,1700000,Алматы,1992,3.0,33
4319,Toyota,Gaia,3500000,Алматы,1998,2.0,27
4320,Toyota,Windom,3300000,Алматы,2001,3.0,24
4321,Toyota,RAV4,17200000,Алматы,2020,2.5,5
4322,Toyota,Avensis,4500000,Актобе,2007,2.0,18
4323,Toyota,Camry,5500000,Алматы,2004,2.4,21
4324,Toyota,RAV4,3000000,Актау,1995,2.0,30
4325,Toyota,RAV4,3000000,Актау,1996,2.0,29
4326,Toyota,Highlander,27500000,Актау,2022,2.5,3
4327,Toyota,Land Cruiser,6000000,Риддер,1991,4.0,34
4328,Toyota,Camry,6100000,Алматы,2005,3.0,20
4329,Toyota,Matrix,4400000,Талдыкорган,2007,1.8,18
4330,Toyota,Camry,4850000,Алматы,2005,2.4,20
4331,Toyota,Mark II,2550000,Астана,1994,2.5,31
4332,Toyota,Alphard,10200000,Шымкент,2006,3.0,19
4333,Toyota,Vista,950000,Семей,1994,1.8,31
4334,Toyota,Camry,4100000,Кызылорда,2002,2.4,23
4335,Toyota,Corolla,3800000,Алматы,2008,1.8,17
4336,Toyota,Camry,11000000,Тараз,2011,3.5,14
4337,Toyota,Grand Highlander,35000000,Атырау,2023,2.4,2
4338,Toyota,Avensis,2900000,Кокшетау,2001,2.0,24
4339,Toyota,Hilux,11500000,Алматы,2012,2.7,13
4340,Toyota,Corolla,8000000,Усть-Каменогорск,2012,1.6,13
4341,Toyota,Highlander,27000000,Актау,2023,2.5,2
4342,Toyota,Camry,7500000,Кызылорда,2013,2.5,12
4343,Toyota,Highlander,19990000,Алматы,2021,3.5,4
4344,Toyota,Land Cruiser Prado,27000000,Костанай,2019,2.7,6
4345,Toyota,RAV4,19100000,Алматы,2024,2.5,1
4346,Toyota,Camry,4000000,Кызылорда,2002,2.4,23
4347,Toyota,Alphard,7000000,Костанай,2005,2.4,20
4348,Toyota,Camry,13750000,Алматы,2017,3.5,8
4349,Toyota,Windom,3300000,Жаркент,2001,3.0,24
4350,Toyota,4Runner,2780000,Актобе,1995,3.0,30
4351,Toyota,Camry,8300000,Астана,2014,2.5,11
4352,Toyota,Camry,4800000,Алматы,2004,2.4,21
4353,Toyota,Land Cruiser Prado,12500000,Караганда,2006,4.0,19
4354,Toyota,Camry,14700000,Алматы,2021,2.5,4
4355,Toyota,4Runner,2600000,Актобе,1995,3.0,30
4356,Toyota,Highlander,6200000,Тараз,2002,3.0,23
4357,Toyota,Land Cruiser,7800000,Алматы,1998,4.7,27
4358,Toyota,Corolla,4000000,Астана,2008,1.6,17
4359,Toyota,Corolla Verso,4300000,Уральск,2006,1.8,19
4360,Toyota,Wish,6500000,Караганда,2011,1.8,14
4361,Toyota,Camry,5500000,Аральск,2013,2.5,12
4362,Toyota,Crown,5500000,Жанаозен,2005,4.3,20
4363,Toyota,Raum,2900000,Алматы,1997,1.5,28
4364,Toyota,Sienna,9550000,Актобе,2011,3.5,14
4365,Toyota,Windom,1800000,Аулиеколь,1994,2.5,31
4366,Toyota,Camry,9900000,Талдыкорган,2012,2.5,13
4367,Toyota,Carina E,1650000,Тараз,1995,1.8,30
4368,Toyota,RAV4,12600000,Тараз,2014,2.5,11
4369,Toyota,Celsior,3050000,Атырау,2003,4.3,22
4370,Toyota,Camry,7000000,Атырау,2010,2.5,15
4371,Toyota,RAV4,6000000,Караганда,2005,2.4,20
4372,Toyota,Alphard,8000000,Алматы,2007,3.0,18
4373,Toyota,Land Cruiser Prado,15000000,Семей,2011,4.0,14
4374,Toyota,Camry,5000000,Атырау,2014,2.5,11
4375,Toyota,Camry,8700000,Астана,2011,2.5,14
4376,Toyota,Estima,4800000,Жетыбай,2007,2.4,18
4377,Toyota,Camry,8900000,Шымкент,2014,2.5,11
4378,Toyota,Camry,1500000,Алматы,1992,2.2,33
4379,Toyota,RAV4,9700000,Атырау,2015,2.0,10
4380,Toyota,Alphard,3700000,Актобе,2006,2.4,19
4381,Toyota,Highlander,1700000,Тараз,2003,3.0,22
4382,Toyota,Camry,2700000,Туркестан,2003,2.4,22
4383,Toyota,Camry,8150000,Жанаозен,2013,2.5,12
4384,Toyota,Highlander,16500000,Павлодар,2014,3.5,11
4385,Toyota,Mark X Zio,3000000,Актобе,2009,2.4,16
4386,Toyota,Corolla,8200000,Актобе,2021,1.5,4
4387,Toyota,Camry,9500000,Тараз,2014,2.0,11
4388,Toyota,Camry,5550000,Актобе,2015,2.5,10
4389,Toyota,Corolla,10000000,Актау,2022,1.6,3
4390,Toyota,Camry,9000000,Караганда,2012,2.5,13
4391,Toyota,Camry,5500000,Уральск,2014,2.5,11
4392,Toyota,Alphard,6800000,Шымкент,2006,3.0,19
4393,Toyota,Caldina,3650000,Астана,1995,2.0,30
4394,Toyota,Camry,10750000,Астана,2015,2.5,10
4395,Toyota,Estima,4500000,Астана,2005,2.4,20
4396,Toyota,Hilux Surf,3200000,Шымкент,1993,3.0,32
4397,Toyota,Carina ED,1600000,Аксу,1994,1.8,31
4398,Toyota,Land Cruiser,31370000,Алматы,2016,4.6,9
4399,Toyota,Land Cruiser Prado,33500000,Тараз,2024,2.7,1
4400,Toyota,Hilux Surf,2700000,Астана,1994,3.0,31
4401,Toyota,RAV4,21500000,Тараз,2023,2.5,2
4402,Toyota,Land Cruiser,5600000,Актобе,2000,4.7,25
4403,Toyota,4Runner,15300000,Актобе,2013,4.0,12
4404,Toyota,Camry,11300000,Астана,2016,2.5,9
4405,Toyota,Camry,12700000,Кызылорда,2015,2.5,10
4406,Toyota,Camry,8500000,Атырау,2014,2.5,11
4407,Toyota,Camry,5000000,Шымкент,2002,2.4,23
4408,Toyota,Camry,6400000,Актобе,2006,2.4,19
4409,Toyota,Caldina,1600000,Алматы,1994,2.0,31
4410,Toyota,Carina E,1400000,Караганда,1992,2.0,33
4411,Toyota,RAV4,16500000,Кокшетау,2021,2.0,4
4412,Toyota,Carina E,1650000,Турара Рыскулова,1994,1.8,31
4413,Toyota,Camry,3800000,Есик,2000,3.0,25
4414,Toyota,Camry,10000000,Актау,2017,2.5,8
4415,Toyota,Alphard,5800000,Атырау,2006,3.0,19
4416,Toyota,Mark X,3900000,Талдыкорган,2005,2.5,20
4417,Toyota,Camry,5800000,Актобе,2014,2.5,11
4418,Toyota,Camry,14200000,Шымкент,2021,2.5,4
4419,Toyota,Picnic,2999999,Астана,1997,2.0,28
4420,Toyota,Sienna,4700000,Ушарал,1998,3.0,27
4421,Toyota,RAV4,17500000,Алматы,2021,2.0,4
4422,Toyota,Corolla,400000,Алматы,1993,1.3,32
4423,Toyota,Carina E,1200000,Алматы,1996,1.6,29
4424,Toyota,Land Cruiser,18500000,Алматы,2006,4.5,19
4425,Toyota,Land Cruiser Prado,8990000,Шымкент,2006,2.7,19
4426,Toyota,Previa,1500000,Алматы,1991,2.4,34
4427,Toyota,Corolla Verso,4700000,Актобе,2004,1.8,21
4428,Toyota,RAV4,11500000,Кокшетау,2014,2.0,11
4429,Toyota,Alphard,20000000,Шымкент,2020,3.5,5
4430,Toyota,Camry,12500000,Алматы,2021,2.0,4
4431,Toyota,Previa,5700000,Актобе,2005,2.4,20
4432,Toyota,Highlander,6200000,Алматы,2002,3.0,23
4433,Toyota,Camry Gracia,3500000,Астана,1997,2.2,28
4434,Toyota,RAV4,2700000,Алматы,1997,2.0,28
4435,Toyota,Ipsum,3800000,Алматы,2004,2.4,21
4436,Toyota,Land Cruiser Prado,5000000,Алматы,1996,2.7,29
4437,Toyota,Camry,6000000,Алматы,2007,3.5,18
4438,Toyota,Camry,15600000,Алматы,2024,2.0,1
4439,Toyota,Harrier,4200000,Караганда,1998,3.0,27
4440,Toyota,Land Cruiser,36500000,Шымкент,2018,4.6,7
4441,Toyota,Camry,6800000,Актобе,2011,2.4,14
4442,Toyota,Camry,6800000,Актобе,2015,2.5,10
4443,Toyota,Yaris,4000000,Алматы,2008,1.5,17
4444,Toyota,Camry,6500000,Актобе,2015,2.5,10
4445,Toyota,Corolla,600000,Экибастуз,1991,1.3,34
4446,Toyota,Cresta,1500000,Семей,1995,2.0,30
4447,Toyota,Avensis,5800000,Уральск,2011,1.8,14
4448,Toyota,Camry,5700000,Шымкент,2007,2.4,18
4449,Toyota,Land Cruiser Prado,11500000,Алматы,2008,2.7,17
4450,Toyota,Alphard,3000000,Уральск,2005,3.0,20
4451,Toyota,Carina E,1500000,Шымкент,1993,1.6,32
4452,Toyota,Corolla,3500000,Петропавловск,2008,1.6,17
4453,Toyota,Camry,14000000,Тараз,2018,2.5,7
4454,Toyota,Camry,5500000,Астана,2005,3.0,20
4455,Toyota,Avensis,6500000,Шымкент,2008,1.8,17
4456,Toyota,Camry,4000000,Балхаш,1998,2.2,27
4457,Toyota,Land Cruiser Prado,11000000,Актау,2007,2.7,18
4458,Toyota,Camry,7000000,Сарыагаш,2005,3.0,20
4459,Toyota,RAV4,11000000,Астана,2015,2.0,10
4460,Toyota,RAV4,10350000,Уральск,2016,2.5,9
4461,Toyota,Estima Lucida,3600000,Алматы,1999,2.4,26
4462,Toyota,Camry,1300000,Алматы,1992,2.2,33
4463,Toyota,Camry,3600000,Тараз,2000,2.2,25
4464,Toyota,Windom,4000000,Талдыкорган,2000,2.5,25
4465,Toyota,Camry,9300000,Алматы,2014,2.5,11
4466,Toyota,Highlander,16600000,Шымкент,2017,3.5,8
4467,Toyota,Camry,15790000,Кокшетау,2023,2.5,2
4468,Toyota,Camry,1500000,Туркестан,1995,3.0,30
4469,Toyota,RAV4,6500000,Усть-Каменогорск,2006,2.4,19
4470,Toyota,Highlander,16000000,Костанай,2015,3.5,10
4471,Toyota,Camry,3800000,Усть-Каменогорск,2004,2.4,21
4472,Toyota,Corolla,1350000,Алматы,1996,1.3,29
4473,Toyota,4Runner,29000000,Актау,2022,4.0,3
4474,Toyota,Avalon,2000000,Тараз,1995,3.0,30
4475,Toyota,Verossa,2790000,Павлодар,2002,2.5,23
4476,Toyota,Carina ED,1000000,Алматы,1997,2.0,28
4477,Toyota,Camry,16000000,Астана,2021,2.5,4
4478,Toyota,Corolla,5000000,Алматы,2012,1.3,13
4479,Toyota,Camry,2100000,Алматы,1991,3.0,34
4480,Toyota,RAV4,10500000,Кокшетау,2014,2.0,11
4481,Toyota,Camry,8300000,Атырау,2015,2.5,10
4482,Toyota,Land Cruiser,16000000,Актобе,2008,4.7,17
4483,Toyota,Ipsum,7000000,Семей,2006,2.4,19
4484,Toyota,Camry,9400000,Алматы,2014,2.5,11
4485,Toyota,RAV4,15900000,Уральск,2020,2.0,5
4486,Toyota,Avensis,2600000,Актобе,2002,2.0,23
4487,Toyota,Corolla,800000,Петропавловск,2000,1.6,25
4488,Toyota,Corolla,8000000,Актобе,2016,1.6,9
4489,Toyota,Camry,8700000,Шымкент,2014,2.5,11
4490,Toyota,Land Cruiser Prado,12000000,Усть-Каменогорск,2009,2.7,16
4491,Toyota,Corona,1250000,Павлодар,1993,1.6,32
4492,Toyota,Camry,5500000,Талдыкорган,2006,2.4,19
4493,Toyota,Camry,1780000,Талгар,1993,2.2,32
4494,Toyota,Hilux,2000000,Шымкент,2014,2.7,11
4495,Toyota,Camry,4300000,Шемонаиха,2007,2.4,18
4496,Toyota,Camry,10500000,Астана,2018,2.5,7
4497,Toyota,Land Cruiser,11200000,Алматы,2006,4.5,19
4498,Toyota,Camry,4500000,Аягоз,2003,2.4,22
4499,Toyota,Camry,7500000,Актау,2010,2.5,15
4500,Toyota,Camry,2200000,Талдыкорган,1997,2.2,28
4501,Toyota,C-HR,14200000,Астана,2023,2.0,2
4502,Toyota,Hilux Surf,1300000,Талдыкорган,1994,2.4,31
4503,Toyota,Land Cruiser Prado,11000000,Аксу,2004,2.7,21
4504,Toyota,Camry,14800000,Астана,2021,2.5,4
4505,Toyota,Ipsum,2900000,Алматы,1996,2.0,29
4506,Toyota,Carina E,1700000,Тараз,1996,1.6,29
4507,Toyota,Mark II,4600000,Усть-Каменогорск,2001,2.5,24
4508,Toyota,Camry,7100000,Алматы,2012,2.5,13
4509,Toyota,Windom,3500000,Алматы,1999,2.5,26
4510,Toyota,Camry,8900000,Кызылорда,2015,2.5,10
4511,Toyota,Land Cruiser,31900000,Костанай,2018,4.0,7
4512,Toyota,Highlander,24500000,Костанай,2022,3.5,3
4513,Toyota,Highlander,12900000,Костанай,2012,3.5,13
4514,Toyota,Land Cruiser,57000000,Костанай,2022,3.5,3
4515,Toyota,Camry,14999999,Актау,2018,2.5,7
4516,Toyota,Land Cruiser,44000000,Костанай,2021,3.5,4
4517,Toyota,Land Cruiser,43000000,Костанай,2022,3.5,3
4518,Toyota,Highlander,14000000,Шымкент,2011,3.5,14
4519,Toyota,Camry,9700000,Актау,2017,2.5,8
4520,Toyota,Land Cruiser,7800000,Семей,2002,4.2,23
4521,Toyota,Estima,5000000,Алматы,2012,2.4,13
4522,Toyota,Corolla,5000000,Талдыкорган,2013,1.6,12
4523,Toyota,Camry,19800000,Павлодар,2024,2.5,1
4524,Toyota,4Runner,35000000,Уральск,2023,4.0,2
4525,Toyota,Camry,5300000,Шымкент,2004,2.5,21
4526,Toyota,Camry,4100000,Жетысай,1998,3.0,27
4527,Toyota,Camry,3500000,Алматы,2001,2.2,24
4528,Toyota,RAV4,13000000,Актобе,2020,2.5,5
4529,Toyota,RAV4,7200000,Астана,2012,2.0,13
4530,Toyota,Camry,9390000,Кокшетау,2013,2.5,12
4531,Toyota,Camry,11500000,Шымкент,2012,2.5,13
4532,Toyota,Carina E,1550000,Алматы,1994,2.0,31
4533,Toyota,RAV4,6900000,Астана,2010,2.5,15
4534,Toyota,Land Cruiser Prado,9500000,Алматы,2003,2.7,22
4535,Toyota,Camry,11800000,Актау,2019,2.5,6
4536,Toyota,Camry,5000000,Актау,2003,2.4,22
4537,Toyota,Camry,5400000,Туркестан,2014,2.5,11
4538,Toyota,Camry,2100000,Талдыкорган,1991,3.0,34
4539,Toyota,Corona,2450000,Алматы,1998,2.0,27
4540,Toyota,Camry,5400000,Алматы,2005,2.4,20
4541,Toyota,RAV4,12500000,Астана,2017,2.0,8
4542,Toyota,Avensis,6600000,Шымкент,2012,1.8,13
4543,Toyota,Estima,5800000,Атырау,2006,2.4,19
4544,Toyota,Camry,8700000,Атырау,2013,2.5,12
4545,Toyota,Camry,9000000,Атырау,2017,2.5,8
4546,Toyota,Camry,6200000,Уральск,2012,2.5,13
4547,Toyota,Camry,6200000,Атырау,2015,2.5,10
4548,Toyota,Tundra,17300000,Павлодар,2008,5.7,17
4549,Toyota,Caldina,1200000,Семей,1995,1.5,30
4550,Toyota,Previa,1000000,Алматы,1995,2.4,30
4551,Toyota,Camry,4600000,Жетыбай,2002,2.4,23
4552,Toyota,Camry,6800000,Жанаозен,2016,2.5,9
4553,Toyota,Corolla,3300000,Шымкент,2003,1.8,22
4554,Toyota,RAV4,16200000,Костанай,2022,2.0,3
4555,Toyota,Venza,9500000,Кызылорда,2010,2.7,15
4556,Toyota,Corolla,5500000,Усть-Каменогорск,2010,1.8,15
4557,Toyota,C-HR,15500000,Алматы,2022,1.2,3
4558,Toyota,RAV4,11500000,Алматы,2016,2.4,9
4559,Toyota,Land Cruiser Prado,30500000,Усть-Каменогорск,2017,4.0,8
4560,Toyota,Camry,9700000,Алматы,2013,2.5,12
4561,Toyota,Ipsum,2500000,Алматы,1996,2.0,29
4562,Toyota,Alphard,6000000,Балхаш,2007,3.0,18
4563,Toyota,Camry,4500000,Шиели,2012,2.5,13
4564,Toyota,Estima,4200000,Атырау,2007,2.4,18
4565,Toyota,Picnic,3100000,Жанаозен,1997,2.0,28
4566,Toyota,Camry,6800000,Шымкент,2005,3.0,20
4567,Toyota,Land Cruiser,38000000,Алматы,2018,4.6,7
4568,Toyota,Corolla,7500000,Актобе,2016,1.6,9
4569,Toyota,Camry,13100000,Кызылорда,2020,2.5,5
4570,Toyota,Camry,8100000,Костанай,2016,2.5,9
4571,Toyota,Hilux,7500000,Кызылорда,2009,2.7,16
4572,Toyota,Camry,7500000,Караганда,2012,2.5,13
4573,Toyota,Mark II,1850000,Караганда,1995,2.0,30
4574,Toyota,Highlander,21000000,Алматы,2021,3.5,4
4575,Toyota,Hilux Surf,4750000,Петропавловск,1998,2.7,27
4576,Toyota,Corolla,3000000,Атырау,2007,1.6,18
4577,Toyota,Estima,7500000,Атырау,2012,2.4,13
4578,Toyota,Hilux,23500000,Актау,2024,2.7,1
4579,Toyota,Hiace,5000000,Алматы,2015,2.5,10
